timestamp,detected_object,confidence_level,spray_status
"11/13/2025, 8:58:45 PM",snail-infested crops,96.1,off
"11/13/2025, 8:58:48 PM",snail-infested crops,94.3,off
"11/13/2025, 8:58:50 PM",snail-infested crops,95.6,off
"11/13/2025, 8:58:53 PM",snail-infested crops,96,off
"11/13/2025, 8:58:55 PM",snail-infested crops,95.8,off
"11/13/2025, 8:58:57 PM",snail-infested crops,83.2,off
"11/13/2025, 8:59:02 PM",snail-infested crops,94.4,off
"11/13/2025, 8:59:05 PM",snail-infested crops,87.1,off
"11/13/2025, 8:59:10 PM",snail-infested crops,95.5,off
"11/13/2025, 8:59:13 PM",snail-infested crops,96,off
"11/13/2025, 8:59:15 PM",stressed crops,66.9,off
"11/13/2025, 8:59:20 PM",snail-infested crops,93.8,off
"11/13/2025, 8:59:26 PM",snail-infested crops,94.1,off
"11/13/2025, 8:59:27 PM",snail-infested crops,93.9,off
"11/13/2025, 8:59:30 PM",snail-infested crops,93.8,off
"11/13/2025, 8:59:32 PM",snail-infested crops,93.2,off
"11/13/2025, 8:59:37 PM",stressed crops,78.5,off
"11/13/2025, 8:59:40 PM",stressed crops,63.4,off
"11/13/2025, 8:59:45 PM",dead crops,78.5,off
"11/13/2025, 8:59:57 PM",stressed crops,83.1,off
"11/13/2025, 9:00:00 PM",stressed crops,65,off
"11/13/2025, 9:00:02 PM",stressed crops,74.8,off
"11/13/2025, 9:00:02 PM",stressed crops,73.8,off
"11/13/2025, 9:00:05 PM",stressed crops,69.6,off
"11/13/2025, 9:00:07 PM",stressed crops,85.4,off
"11/13/2025, 9:00:10 PM",stressed crops,80.9,off
"11/13/2025, 9:00:12 PM",dead crops,87.6,off
"11/13/2025, 9:00:15 PM",dead crops,74.4,off
"11/13/2025, 9:00:20 PM",stressed crops,82.8,off
"11/13/2025, 9:00:22 PM",stressed crops,82.4,off
"11/13/2025, 9:00:25 PM",stressed crops,86,off
"11/13/2025, 9:00:30 PM",dead crops,76.2,off
"11/13/2025, 9:00:30 PM",stressed crops,73.2,off
"11/13/2025, 9:00:33 PM",dead crops,68.7,off
"11/13/2025, 9:00:37 PM",snail-infested crops,65.2,off
"11/13/2025, 9:00:41 PM",snail-infested crops,77.9,off
"11/13/2025, 9:00:43 PM",dead crops,86,off
"11/13/2025, 9:00:45 PM",stressed crops,83.2,off
"11/13/2025, 9:00:50 PM",stressed crops,86.3,off
"11/13/2025, 9:00:53 PM",stressed crops,91.6,off
"11/13/2025, 9:00:58 PM",stressed crops,93.2,off
"11/13/2025, 9:01:00 PM",stressed crops,93.9,off
"11/13/2025, 9:01:02 PM",stressed crops,93.1,off
"11/13/2025, 9:01:05 PM",stressed crops,93.8,off
"11/13/2025, 9:01:10 PM",stressed crops,93.4,off
"11/13/2025, 9:01:12 PM",stressed crops,92.4,off
"11/13/2025, 9:01:15 PM",stressed crops,92.7,off
"11/13/2025, 9:01:20 PM",stressed crops,93.7,off
"11/13/2025, 9:01:25 PM",stressed crops,92.6,off
"11/13/2025, 9:01:27 PM",stressed crops,93.2,off
